Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
3/12/2016,5.0,Started at the smallest dose a few days ago and started noticing the difference. My fear of leaving the house and going to work eased up in a few days. I sweat a lot and can't sleep but hope these go away soon. Totally worth it compared to the life I have had for the past 7 years!271Report this post,[],[]
2/18/2016,4.3,"At 10 mg, I have yet to experience an actual manic episode since I've been taking Abilify. However, I've had a couple of mild hypomanic episodes. I take this paired with 300 mg of Lamictal. Together, they have truly saved my life. I've never felt more motivated and hopeful in life before. I also haven't experienced any side effects. Abilify is like a miracle for me.6Report this post","['First Episode Psychosis', 'Mild Cognitive Impairment', 'Acute Schizophrenia Episode']","[0.13283427877497703, 0.12986392787294812, 0.11532417703951144]"
2/18/2016,4.3,"At 10 mg, I have yet to experience an actual manic episode since I've been taking Abilify. However, I've had a couple of mild hypomanic episodes. I take this paired with 300 mg of Lamictal. Together, they have truly saved my life. I've never felt more motivated and hopeful in life before. I also haven't experienced any side effects. Abilify is like a miracle for me.6Report this post","['First Episode Psychosis', 'Mild Cognitive Impairment', 'Acute Schizophrenia Episode']","[0.13283427877497703, 0.12986392787294812, 0.11532417703951144]"
1/16/2016,3.7,"Although serving its purpose, I feel restless, anxious, and loss of interest with pretty much everything.  I have never been so aware of boredom.3Report this post",[],[]
1/16/2016,3.7,"Although serving its purpose, I feel restless, anxious, and loss of interest with pretty much everything.  I have never been so aware of boredom.3Report this post",[],[]
1/11/2016,4.3,"At first it worked great! Energy, sex drive and getting up early. Been on it going on 2 months along with Cymbalta. I am back to being tired, need to move when I'm sitting down and losing interest in my hobbies! Worst of all? Brain zaps? Anyone having these? They started with Cymbalta and got worse with Abilify!256Report this post",[],[]
1/11/2016,4.3,"At first it worked great! Energy, sex drive and getting up early. Been on it going on 2 months along with Cymbalta. I am back to being tired, need to move when I'm sitting down and losing interest in my hobbies! Worst of all? Brain zaps? Anyone having these? They started with Cymbalta and got worse with Abilify!256Report this post",[],[]
12/7/2015,4.0,"I never do this but I know when I was considering starting this medication for my son, I read all the review voraciously. Hope this helps someone. Started my 13 year old son on 2mg of Abilify after dealing with the aggression and violence, associated with his autism, for over a year. Its only been 2 weeks but I am sitting here watching him do his math with my husband. He is super focused and calm. We have seen a dramatic difference in his ability to handle non-preferred situations. I am very enc... ouraged!  Read More Read Less  14Report this post","['Aggression', 'Medication Non Adherence']","[0.15432259033758247, 0.11940429906680294]"
12/7/2015,4.0,"I never do this but I know when I was considering starting this medication for my son, I read all the review voraciously. Hope this helps someone. Started my 13 year old son on 2mg of Abilify after dealing with the aggression and violence, associated with his autism, for over a year. Its only been 2 weeks but I am sitting here watching him do his math with my husband. He is super focused and calm. We have seen a dramatic difference in his ability to handle non-preferred situations. I am very enc... ouraged!  Read More Read Less  14Report this post","['Aggression', 'Medication Non Adherence']","[0.15432259033758247, 0.11940429906680294]"
12/6/2015,2.7,At first I was very satisfied with Abilify. It calmed me down for the most part. There were signs of irritability but overall I was okay. The problem I first had was that I didn't feel normal. I felt tingly and lightheaded all day. I could barely walk without tripping or falling. The part that got me was it caused numbness on one side of my face. I felt as if I was having a stroke. 3Report this post,[],[]
12/6/2015,2.7,At first I was very satisfied with Abilify. It calmed me down for the most part. There were signs of irritability but overall I was okay. The problem I first had was that I didn't feel normal. I felt tingly and lightheaded all day. I could barely walk without tripping or falling. The part that got me was it caused numbness on one side of my face. I felt as if I was having a stroke. 3Report this post,[],[]
12/6/2015,1.0,"I am allergic to anything that is prescribed and does not effectively cure my illness.    This medication did nothing at all, as far as I am concerned.  Sometime there are drugs to boost spirits or calm and relax.    The medication is dangerous unless your problem is pill popping.  The price is prohibitive of continuation.  This drug is a false hope and nobody deserves to be mistreated.21Report this post",[],[]
12/6/2015,1.0,"I am allergic to anything that is prescribed and does not effectively cure my illness.    This medication did nothing at all, as far as I am concerned.  Sometime there are drugs to boost spirits or calm and relax.    The medication is dangerous unless your problem is pill popping.  The price is prohibitive of continuation.  This drug is a false hope and nobody deserves to be mistreated.21Report this post",[],[]
12/2/2015,4.3,"Before Abilify I spent most of my time sleeping or wanting to sleep. Foggy all day most days. I originally took 5mg with Cymbalta, but was too hyper and would wake up way too early. Am now taking 2 mg and the fog is still lifted and can sleep better, not hyper either.  However, there is a side effect I haven't seen anyone mention.  I have lost my interest in reading. As a big lover of reading I find this to be most disconcerting, also have gained almost 20 lbs. 326Report this post",[],[]
12/2/2015,4.3,"Before Abilify I spent most of my time sleeping or wanting to sleep. Foggy all day most days. I originally took 5mg with Cymbalta, but was too hyper and would wake up way too early. Am now taking 2 mg and the fog is still lifted and can sleep better, not hyper either.  However, there is a side effect I haven't seen anyone mention.  I have lost my interest in reading. As a big lover of reading I find this to be most disconcerting, also have gained almost 20 lbs. 326Report this post",[],[]
12/1/2015,5.0,"I have had bipolar and clinical depression for 15 years. I was put on several SSRI's including Zoloft, Prozac, and Effexor. Nothing helped. Then I was put on Viibryd and shortly after, Abilify. Within days, I felt better and have been able to focus on, and interact better with, my life and others. It was the best thing (medically) that has ever happened to me.2Report this post","['Bipolar Depression', 'Bipolar I']","[0.1552529776460019, 0.12646646383282054]"
12/1/2015,5.0,"I have had bipolar and clinical depression for 15 years. I was put on several SSRI's including Zoloft, Prozac, and Effexor. Nothing helped. Then I was put on Viibryd and shortly after, Abilify. Within days, I felt better and have been able to focus on, and interact better with, my life and others. It was the best thing (medically) that has ever happened to me.2Report this post","['Bipolar Depression', 'Bipolar I']","[0.1552529776460019, 0.12646646383282054]"
11/25/2015,3.0,This medicine gave me insomnia.I took it for ocd and it made me hallucinate.1Report this post,[],[]
11/25/2015,3.0,This medicine gave me insomnia.I took it for ocd and it made me hallucinate.1Report this post,[],[]
11/24/2015,3.7,"Just started taking this medication, in the smallest dose possible in addition the meds I already take for my ADD. Currently I am experiencing some confusion because my period is (technically) 2 days late according to my birth control package. Just wondering if anyone could assist me and tell me if that has to do with the changing of my medication. It wouldn't of affected my last period cause I just started the meds afterwards.56Report this post",['Late Life Depression'],[0.17622320619131943]
